,Id,Shape,Weight,Clarity,Colour,Cut,Polish,Symmetry,Fluorescence,Length,Width,Depth,Price
2136,1795775,EMERALD,0.36,VS1,D,EX,EX,VG,N,4.7,3.47,2.35,1149.61
2137,1594979,CUSHION,0.8,VS2,J,EX,EX,VG,N,5.51,5.02,3.41,2030.73
2138,1800836,OVAL,0.7,SI1,I,GD,VG,GD,N,7.3,4.64,2.89,2358.8
2139,1651870,CUSHION,0.51,SI1,FANCY,EX,EX,VG,N,5.01,4.12,2.79,1358.98
2140,1775203,EMERALD,0.4,VS2,D,VG,EX,GD,F,4.95,3.44,2.37,1182.41
2141,1797157,EMERALD,0.5,VS2,H,VG,EX,GD,N,5.31,3.93,2.46,1690.88
2142,1657713,CUSHION,0.51,VS1,J,EX,EX,VG,M,4.76,4.37,2.96,1129.73
2143,1775022,ROUND,0.39,VVS1,H,EX,EX,EX,N,4.7,4.72,2.95,1481.62
2144,201251-141,CUSHION,1.03,VS2,E,EX,EX,VG,N,6.28,5.46,3.64,6012.71
2145,1764029,OVAL,0.4,VS2,F,EX,EX,VG,N,5.58,4.15,2.63,1304.75
2146,1784564,ROUND,0.5,SI2,E,EX,EX,EX,N,5.11,5.13,3.09,2049.33
2147,1764124,PRINCESS,0.4,VS2,F,EX,EX,GD,F,4.03,3.98,2.78,1266.84
2148,1638348,PRINCESS,0.52,VS2,F,EX,EX,VG,N,4.43,4.35,3.16,1724.19
2149,1783319,ROUND,0.5,SI1,E,EX,EX,EX,N,5.07,5.09,3.18,2470.92
2150,200776-140,CUSHION,1.01,SI1,E,EX,EX,EX,N,5.95,5.74,3.85,4783.98
2151,1776265,EMERALD,0.4,VVS1,H,EX,EX,VG,N,5.23,3.41,2.21,1310.78
2152,1777638,OVAL,0.54,VS2,F,EX,VG,GD,N,6.3,4.67,2.86,1880.29
2153,1781540,OVAL,0.59,VS2,D,EX,EX,GD,N,7.29,4.65,2.75,2255.71
2154,200738-12,CUSHION,1.0,SI2,G,EX,EX,VG,N,6.66,5.33,3.55,3336.97
2155,1798615,EMERALD,0.32,VS1,F,EX,VG,GD,N,4.74,3.2,2.17,1035.18
2156,1763910,EMERALD,0.35,VVS1,E,EX,EX,VG,N,4.74,3.5,2.22,1169.67
2157,1769507,EMERALD,0.4,VS1,F,VG,VG,VG,F,4.73,3.52,2.44,1169.5
2158,1621279,OVAL,0.51,SI1,E,EX,EX,EX,N,6.26,4.53,2.83,1600.6
2159,211173-34,PEAR,1.0,SI1,F,VG,EX,VG,N,8.37,5.38,3.37,6927.96
2160,1660433,OVAL,0.5,VS2,D,EX,EX,GD,N,6.24,4.46,2.75,1746.36
2161,1788214,PRINCESS,0.5,SI1,D,EX,VG,GD,N,4.44,4.38,3.15,1576.77
2162,1800172,OVAL,0.55,SI1,G,EX,EX,VG,N,6.48,4.5,2.83,1658.89
2163,1794363,EMERALD,0.33,VVS1,E,EX,EX,VG,N,4.59,3.39,2.3,1192.45
2164,1764023,OVAL,0.5,SI1,E,EX,EX,VG,N,6.14,4.58,2.75,1788.05
2165,210543-260,PEAR,2.52,SI2,F,EX,VG,VG,N,12.52,7.29,4.52,16740.69
2166,1761802,OVAL,0.5,VS2,K,EX,EX,VG,F,6.51,4.28,2.65,1107.0
2167,1793795,ROUND,0.5,VS1,J,EX,EX,EX,N,5.06,5.09,3.16,2083.08
2168,1606798,CUSHION,0.72,SI1,D,EX,EX,VG,ST,5.33,4.84,3.27,2018.99
2169,202220-117,CUSHION,1.0,SI1,I,EX,EX,VG,N,5.84,5.7,3.85,3812.58
2170,1660444,OVAL,0.52,SI1,E,EX,VG,VG,N,6.97,4.4,2.72,1663.87
2171,1656725,PRINCESS,0.5,SI2,J,VG,EX,GD,N,4.19,4.18,3.13,1020.11
2172,1584401,CUSHION,0.72,SI1,H,EX,EX,VG,N,5.13,4.95,3.36,2094.93
2173,1788215,PRINCESS,0.5,SI1,E,EX,EX,GD,N,4.33,4.29,3.03,1458.62
2174,1631517,OVAL,0.53,SI1,I,EX,EX,VG,N,6.89,4.45,2.68,1329.2
2175,1633435,ROUND,0.5,VS2,G,GD,EX,VG,N,4.83,4.89,3.23,2097.38
2176,1759288,EMERALD,0.4,VS2,F,EX,EX,VG,N,4.8,3.5,2.39,1277.78
2177,1766908,EMERALD,0.3,VS2,F,VG,EX,GD,N,4.56,3.41,2.07,904.35
2178,1795737,EMERALD,0.41,VS2,D,EX,EX,VG,F,5.23,3.47,2.27,1291.5
2179,1660157,CUSHION,0.9,VS2,I,VG,EX,EX,F,5.46,5.43,3.75,3343.19
2180,211173-70,PEAR,1.0,SI1,F,GD,EX,GD,N,8.37,5.64,3.32,6035.25
2181,1665791,CUSHION,0.76,SI2,D,EX,VG,VG,N,5.42,4.94,3.35,2302.77
2182,1797213,EMERALD,0.42,VS1,H,EX,EX,VG,N,5.24,3.48,2.29,1369.42
2183,1781733,PRINCESS,0.46,SI1,D,EX,EX,VG,N,4.31,4.24,3.09,1441.91
2184,1648418,ROUND,0.58,VS2,I,EX,EX,EX,F,5.3,5.33,3.34,2080.8
2185,1628251,CUSHION,0.7,SI1,E,EX,EX,EX,N,5.12,4.91,3.29,2455.49
2186,1668634,ROUND,0.5,VVS1,I,GD,VG,GD,F,4.84,4.9,3.21,2028.32
2187,1665232,ROUND,0.5,VVS2,I,EX,EX,EX,ST,5.06,5.09,3.18,2078.4
2188,1798864,PRINCESS,0.51,VS1,F,EX,VG,GD,N,4.32,4.29,3.13,1876.49
2189,1598995,ROUND,0.9,SI2,N,EX,EX,EX,N,6.14,6.16,3.85,2045.18
2190,1799345,ROUND,0.5,SI2,I,GD,VG,GD,F,4.83,4.9,3.23,1538.9
2191,1672794,ROUND,0.5,SI1,E,EX,EX,EX,N,5.12,5.15,3.13,2471.74
2192,1652998,OVAL,0.5,SI2,I,VG,VG,VG,ST,5.96,4.42,2.79,977.78
2193,1789526,ROUND,0.5,SI2,E,EX,EX,EX,N,5.05,5.07,3.17,2179.46
2194,1749651,ROUND,0.5,SI1,F,GD,EX,VG,N,4.9,4.99,3.16,1968.16
2195,1778043,ROUND,0.5,SI1,F,EX,VG,EX,N,5.07,5.09,3.17,2323.97
2196,1655988,ROUND,0.5,SI1,F,VG,EX,VG,F,5.0,5.06,3.17,2028.32
2197,1639545,CUSHION,0.81,SI1,F,EX,EX,VG,N,5.78,5.02,3.31,2746.64
2198,1628581,PEAR,0.52,VVS2,M,EX,EX,EX,N,6.91,4.49,2.83,902.4
2199,1763961,HEART,0.35,VVS2,G,EX,VG,GD,N,4.36,4.92,2.76,1134.18
2200,1664487,CUSHION,0.83,SI1,E,EX,EX,EX,M,5.43,5.4,3.55,2930.48
2201,1672780,ROUND,0.5,VS2,H,F,EX,VG,N,4.83,4.86,3.28,1978.2
2202,200667-27,CUSHION,1.2,SI1,FANCY,EX,EX,VG,F,6.12,5.76,3.91,2399.32
2203,1788248,PRINCESS,0.3,VVS2,E,EX,VG,GD,N,3.94,3.77,2.58,961.61
2204,1639777,OVAL,0.51,VVS2,K,EX,EX,VG,N,6.21,4.58,2.83,1150.93
2205,1663904,ROUND,0.5,SI1,I,EX,EX,EX,N,5.04,5.08,3.17,2041.08
2206,1667353,OVAL,0.5,VVS1,D,EX,EX,VG,F,6.16,4.58,2.81,1960.06
2207,1634072,CUSHION,0.8,VS2,F,EX,EX,EX,N,5.47,5.17,3.42,3174.67
2208,210001-1132,CUSHION,1.0,SI1,I,EX,EX,EX,N,5.79,5.46,3.72,4030.43
2209,200550-179,CUSHION,1.01,SI2,H,EX,VG,VG,N,6.06,5.52,3.59,2243.69
2210,200671-587,CUSHION,1.21,VS1,D,EX,EX,EX,ST,6.69,5.61,3.79,7319.82
2211,1636059,CUSHION,0.72,SI1,E,EX,EX,VG,N,5.15,4.96,3.33,2254.49
2212,1799576,ROUND,0.32,SI2,E,EX,EX,EX,N,4.47,4.48,2.68,1082.68
2213,1760685,OVAL,0.5,VVS2,D,EX,EX,VG,F,6.15,4.42,2.78,1922.43
2214,1788233,PRINCESS,0.41,VS1,F,EX,VG,GD,N,4.0,3.95,2.86,1407.96
2215,1668335,OVAL,0.72,VS2,J,EX,EX,VG,F,7.56,4.93,3.03,2253.06
2216,1793322,PEAR,0.6,VVS2,E,EX,EX,GD,N,8.01,4.66,2.68,2936.02
2217,1764989,EMERALD,0.4,VS2,F,VG,EX,VG,F,4.77,3.52,2.41,1199.98
2218,200378-270,CUSHION,1.5,SI2,I,EX,EX,VG,N,7.16,5.97,4.06,5301.59
2219,1669703,OVAL,0.67,SI2,D,EX,EX,VG,M,7.47,4.82,2.9,1920.3
2220,1655890,ROUND,0.5,VS2,H,GD,VG,VG,M,4.89,4.95,3.22,1978.2
2221,1782974,OVAL,0.5,VS2,G,VG,EX,GD,N,6.9,4.32,2.57,1785.49
2222,1798743,OVAL,0.5,VS1,D,EX,EX,VG,VS,6.08,4.5,2.79,1622.6
2223,1775224,EMERALD,0.3,VVS1,E,EX,VG,VG,F,4.83,3.11,2.07,1037.24
2224,1638121,CUSHION,0.7,SI1,E,EX,EX,EX,N,5.11,4.89,3.29,2536.55
2225,1782916,OVAL,0.5,VVS2,E,EX,EX,GD,N,6.37,4.55,2.73,2065.3
2226,1756707,PRINCESS,0.41,VS1,H,EX,EX,VG,N,4.0,3.96,2.88,1155.69
2227,1652679,CUSHION,0.8,VS2,E,VG,EX,VG,M,5.97,4.81,3.35,2749.8
2228,1743204,PRINCESS,0.51,SI1,E,EX,EX,VG,N,4.39,4.35,3.14,1586.1
2229,1771759,PRINCESS,0.4,SI1,F,VG,VG,FR,N,4.03,3.99,2.99,1106.04
2230,1667842,ROUND,0.5,VS2,H,GD,EX,GD,N,4.88,4.95,3.24,2036.9
2231,1638114,CUSHION,0.76,VS1,D,EX,EX,VG,F,5.48,4.99,3.28,3051.67
2232,1767172,PRINCESS,0.5,VS2,G,EX,EX,VG,N,4.43,4.36,3.08,1738.17
2233,1749235,OVAL,0.4,VS1,F,EX,EX,VG,F,6.35,4.0,2.45,1258.73
2234,1763365,ROUND,0.5,SI1,F,GD,EX,VG,N,4.94,4.99,3.2,2088.91
2235,1800542,ROUND,0.34,VVS2,F,EX,EX,EX,N,4.46,4.49,2.8,1366.53
2236,1761838,OVAL,0.36,VS1,E,EX,EX,VG,N,5.66,3.94,2.45,1113.76
2237,200518-333,CUSHION,4.01,VS2,G,EX,EX,EX,M,9.42,8.98,6.07,64733.52
2238,1626245,CUSHION,0.73,SI1,H,EX,EX,VG,N,5.36,4.88,3.32,2058.82
2239,1642257,CUSHION,0.53,VS1,G,EX,EX,VG,N,5.03,4.35,2.92,1560.02
2240,1610172,PEAR,0.52,VS2,K,EX,EX,VG,F,6.96,4.54,2.83,897.87
2241,1628512,OVAL,0.5,SI1,D,EX,EX,VG,N,6.3,4.48,2.77,1660.7
2242,200712-296,CUSHION,2.01,IF,D,EX,EX,EX,M,7.87,6.64,4.51,30806.38
2243,1638131,CUSHION,0.7,SI2,D,EX,EX,VG,N,5.23,4.93,3.31,2117.68
2244,1800990,PRINCESS,0.3,VS1,E,EX,EX,VG,N,3.66,3.61,2.59,952.01
2245,1671549,OVAL,0.9,SI2,L,EX,EX,VG,F,7.28,5.43,3.42,1651.44
2246,1756406,EMERALD,0.72,SI2,K,VG,VG,GD,M,6.01,4.34,2.87,1371.25
2247,1643525,CUSHION,0.52,IF,I,EX,EX,VG,N,5.08,4.31,2.87,1374.36
2248,1672738,ROUND,0.51,VS1,J,EX,EX,EX,N,5.13,5.16,3.13,2097.03
2249,1660417,OVAL,0.5,VS1,D,EX,VG,VG,ST,6.4,4.4,2.71,1674.71
2250,1671675,ROUND,0.5,VS1,J,EX,EX,EX,N,5.04,5.07,3.16,2105.06
2251,1797240,EMERALD,0.37,VVS2,E,EX,EX,VG,N,4.71,3.45,2.32,1209.04
2252,1661021,ROUND,0.5,SI2,I,VG,VG,GD,N,5.02,5.07,3.14,1520.79
2253,200788-140,CUSHION,1.23,SI1,F,EX,EX,EX,N,6.77,5.85,3.97,7281.9
2254,1755120,ROUND,0.7,SI1,K,VG,EX,VG,N,5.59,5.64,3.55,2039.37
2255,1784452,ROUND,0.5,SI1,D,VG,EX,GD,F,4.94,5.0,3.21,2092.32
2256,1800880,PEAR,0.9,SI1,G,EX,VG,VG,N,8.94,5.22,3.29,5304.37
2257,1672772,ROUND,0.5,VS2,G,VG,VG,VG,N,5.02,5.07,3.11,2447.64
2258,1789289,PRINCESS,0.5,SI1,F,EX,EX,GD,N,4.5,4.45,3.15,1678.34
2259,1748136,PRINCESS,0.4,IF,G,EX,EX,VG,N,4.04,4.03,2.93,1437.21
2260,1667474,PRINCESS,0.51,VS2,G,EX,EX,VG,N,4.5,4.42,3.15,1658.8
2261,1657906,OVAL,0.5,VS2,J,EX,VG,VG,N,6.9,4.36,2.58,1308.87
2262,1787260,ROUND,0.5,SI2,F,EX,EX,EX,N,5.04,5.07,3.2,2048.45
2263,1796829,ROUND,0.4,VVS2,I,EX,EX,VG,N,4.76,4.78,2.89,1496.8
2264,1741306,EMERALD,0.32,VS1,D,EX,VG,VG,N,4.79,3.16,2.13,1032.39
2265,1632746,CUSHION,0.59,VS2,F,VG,EX,VG,N,5.05,4.55,3.13,1770.93
2266,1799738,EMERALD,0.42,VVS1,K,EX,EX,GD,F,5.01,3.67,2.41,903.73
2267,1670593,ROUND,0.5,SI1,E,VG,VG,VG,F,4.95,5.01,3.19,2080.06
2268,1796057,OVAL,0.3,VS2,E,EX,EX,VG,M,5.36,3.77,2.37,964.69
2269,1775103,ROUND,0.31,VS2,H,EX,EX,EX,F,4.32,4.33,2.7,1082.46
2270,1604260,CUSHION,0.51,SI2,FANCY,EX,VG,VG,N,4.63,4.49,2.93,1044.18
2271,1757750,ROUND,0.5,SI2,E,EX,EX,VG,N,5.08,5.12,3.12,2033.24
2272,1755262,ROUND,0.5,SI1,E,VG,VG,GD,N,4.96,5.02,3.17,1975.61
2273,210467-163,PEAR,1.2,SI2,I,GD,EX,VG,N,8.71,5.72,3.73,5280.42
2274,1794664,OVAL,0.41,VVS1,E,EX,EX,EX,F,6.55,4.13,2.42,1621.94
2275,1631462,OVAL,0.74,VS2,N,EX,EX,VG,N,7.24,4.99,3.08,1145.58
2276,1795875,HEART,0.3,VS1,H,EX,EX,GD,F,3.88,4.59,2.73,998.15
2277,1585630,CUSHION,0.81,SI1,I,EX,EX,EX,N,5.25,5.23,3.53,2193.05
2278,1797564,PRINCESS,0.35,VVS1,D,EX,EX,VG,N,4.0,3.93,2.82,1256.62
2279,1787680,ROUND,0.35,SI1,E,EX,EX,VG,N,4.46,4.52,2.82,1162.67
2280,1795979,OVAL,0.72,VS2,K,EX,EX,VG,N,6.93,5.15,3.22,2061.07
2281,1767978,HEART,0.3,SI1,F,EX,VG,VG,N,4.03,4.69,2.75,927.17
2282,210031-483,CUSHION,1.02,VVS2,FANCY,EX,EX,VG,N,5.72,5.54,3.69,3325.5
2283,203221-1603,PEAR,1.01,SI2,E,EX,VG,VG,VSL,9.13,5.45,3.42,4115.6
2284,1608430,CUSHION,0.57,VVS1,L,EX,EX,VG,N,4.84,4.55,3.05,981.59
2285,1785024,EMERALD,0.5,VS1,J,VG,VG,GD,F,5.8,3.71,2.19,1310.61
2286,1767869,EMERALD,0.3,VVS1,D,EX,EX,GD,N,4.49,3.36,2.22,1033.64
2287,1653574,ROUND,0.5,SI2,I,VG,VG,VG,N,5.04,5.09,3.11,1533.73
2288,1625807,ROUND,0.59,VS2,L,EX,EX,EX,N,5.33,5.37,3.36,1474.06
2289,200683-152,CUSHION,1.0,SI2,FANCY,EX,EX,VG,N,5.51,5.48,3.72,2267.65
2290,1797392,OVAL,0.5,VS1,G,VG,EX,VG,ST,6.39,4.34,2.75,1652.03
2291,1665998,OVAL,0.8,SI2,L,EX,EX,VG,F,6.98,5.17,3.24,1319.66
2292,1752594,ROUND,0.5,SI1,J,VG,VG,GD,N,5.18,5.24,3.03,1527.02
2293,1799795,EMERALD,0.31,VVS1,D,EX,VG,VG,N,4.91,3.19,2.13,1176.27
2294,1751917,OVAL,0.5,VVS2,H,EX,EX,EX,N,6.14,4.41,2.78,1881.82
2295,1626463,OVAL,0.5,SI1,D,EX,EX,GD,N,5.96,4.45,2.78,1596.73
2296,1611269,ROUND,0.8,VVS2,N,EX,EX,EX,N,5.91,5.94,3.68,1968.35
2297,1658141,ROUND,0.81,SI2,K,EX,EX,EX,F,5.91,5.94,3.72,2104.83
2298,1777999,ROUND,0.5,VS2,G,VG,EX,GD,N,5.11,5.2,3.01,2086.39
2299,1776431,OVAL,0.5,VVS2,F,EX,EX,VG,N,6.84,4.35,2.59,2042.57
2300,1800044,HEART,0.3,SI1,E,VG,EX,GD,F,4.19,4.63,2.75,895.21
2301,1760734,OVAL,0.5,VS2,G,VG,EX,VG,F,6.83,4.43,2.62,1728.87
2302,210515-175,PEAR,1.0,SI1,F,EX,EX,EX,N,8.52,5.54,3.44,6824.22
2303,111000-6281,CUSHION,1.19,I2,FANCY,EX,VG,GD,M,5.97,5.59,3.8,3638.36
2304,1791794,HEART,0.3,VS2,E,EX,EX,VG,N,4.05,4.71,2.8,1118.81
2305,1778073,ROUND,0.52,SI1,I,EX,EX,EX,N,5.21,5.25,3.17,2081.59
2306,1799812,EMERALD,0.38,VVS2,E,VG,EX,VG,N,4.93,3.4,2.35,1156.81
2307,1796068,PEAR,0.73,VS1,G,EX,EX,VG,N,8.16,4.89,3.04,4395.96
2308,1797915,ROUND,0.5,VS1,J,EX,EX,EX,N,5.14,5.16,3.08,2083.08
2309,1636057,CUSHION,0.7,SI1,D,VG,EX,VG,N,5.1,4.79,3.3,2577.77
2310,1597343,CUSHION,0.72,IF,Y-Z,EX,EX,GD,N,5.09,4.87,3.29,1330.5
2311,1789010,EMERALD,0.4,VVS1,I,EX,VG,GD,N,4.87,3.49,2.37,1202.65
2312,1663940,ROUND,0.61,SI2,F,EX,EX,EX,N,5.42,5.44,3.39,2324.57
2313,1774620,PRINCESS,0.5,VS1,J,GD,EX,GD,N,4.21,4.15,3.25,1248.96
2314,1773932,ROUND,0.5,VS2,D,VG,EX,VG,F,5.0,5.06,3.12,2351.7
2315,211003-989,CUSHION,1.01,SI2,H,EX,EX,EX,N,5.63,5.53,3.76,3377.27
2316,1659915,ROUND,0.5,SI2,I,VG,EX,VG,N,4.98,5.0,3.17,1520.79
2317,1667155,CUSHION,0.53,VS1,I,EX,EX,VG,N,5.19,4.29,2.9,1424.37
2318,1665360,ROUND,0.5,VS2,D,F,EX,FR,N,4.81,4.9,3.23,1984.06
2319,211007-677,CUSHION,1.21,VVS1,U-V,EX,EX,EX,N,5.9,5.89,3.97,2700.18
2320,201205-386,CUSHION,2.0,VVS2,U-V,EX,EX,VG,F,7.12,6.82,4.61,5988.19
2321,1761933,PRINCESS,0.5,VS2,E,VG,EX,GD,N,4.26,4.14,3.08,1681.58
2322,210041-522,CUSHION,1.2,SI1,K,VG,EX,EX,N,5.95,5.71,4.0,3624.45
2323,1783144,PRINCESS,0.5,SI1,I,EX,EX,GD,F,4.29,4.27,3.1,1423.0
2324,210034-134,CUSHION,0.96,VS2,K,EX,EX,VG,F,6.09,5.27,3.57,2419.01
2325,1614381,ROUND,0.5,VVS1,H,EX,VG,EX,N,5.06,5.09,3.16,2568.5
2326,212115-243,OVAL,1.0,SI2,M,VG,EX,GD,F,7.87,5.48,3.41,1750.19
2327,1631678,ROUND,0.5,I1,G,EX,EX,EX,N,5.07,5.09,3.14,1534.52
2328,1800623,EMERALD,0.41,VS1,G,EX,EX,VG,N,5.19,3.44,2.34,1408.65
2329,1783051,PEAR,0.51,VS1,E,EX,EX,VG,F,7.39,4.31,2.72,2002.43
2330,1785652,PRINCESS,0.5,VVS2,D,EX,EX,VG,F,4.25,4.22,3.07,1946.14
2331,1630900,ROUND,0.5,SI1,K,EX,EX,EX,N,5.04,5.07,3.18,1538.95
2332,1763548,ROUND,0.3,VS1,E,VG,EX,GD,N,4.29,4.34,2.58,1025.0
2333,1662858,ROUND,0.59,SI1,J,EX,EX,EX,N,5.4,5.44,3.26,2040.2
2334,1788054,OVAL,0.7,SI1,I,EX,EX,VG,N,6.78,5.06,3.18,2259.45
2335,1650980,CUSHION,0.9,VVS2,J,EX,EX,VG,N,5.39,5.32,3.61,2736.16
2336,1666848,ROUND,0.5,SI1,K,VG,EX,VG,F,4.93,4.97,3.17,1328.87
2337,1733623,ROUND,0.52,SI1,F,EX,VG,EX,M,5.12,5.15,3.22,2090.5
2338,1662891,ROUND,0.5,SI2,E,VG,EX,VG,N,4.99,5.05,3.15,2053.24
2339,1767096,PEAR,0.5,SI1,D,VG,VG,GD,N,6.57,4.43,2.74,1585.22
2340,1630161,OVAL,0.55,VVS2,FANCY,EX,VG,GD,N,5.9,4.26,2.76,1672.38
2341,200761-77,ROUND,0.96,SI2,U-V,EX,EX,EX,F,6.26,6.3,3.92,2042.16
2342,1657147,ROUND,0.5,VS2,E,F,VG,VG,N,4.86,4.92,3.26,2109.38
2343,210525-76,PEAR,1.01,SI2,F,VG,VG,VG,N,8.29,5.63,3.54,5247.17
2344,1778814,PRINCESS,0.42,VS1,F,EX,EX,VG,N,4.23,4.16,2.96,1462.32
2345,1672925,OVAL,0.7,SI2,F,EX,EX,VG,F,7.1,5.03,3.0,2240.16
2346,1667677,ROUND,0.5,VVS2,L,VG,GD,VG,N,4.94,5.01,3.16,1328.87
2347,1762521,ROUND,0.5,SI2,E,EX,EX,VG,N,5.03,5.09,3.16,2067.07
2348,1649330,PRINCESS,0.55,SI2,I,EX,EX,VG,N,4.51,4.49,3.25,1315.77
2349,1658445,ROUND,0.5,VS1,G,EX,EX,VG,ST,5.1,5.16,3.11,2197.8
2350,210129-37,PEAR,2.29,SI2,U-V,EX,EX,EX,F,10.85,7.22,4.5,6560.13
2351,1774484,OVAL,0.5,SI1,G,EX,EX,VG,N,6.56,4.33,2.68,1647.77
2352,1755270,ROUND,0.5,SI1,F,EX,EX,EX,N,5.09,5.11,3.13,2568.8
2353,1778821,PRINCESS,0.3,VS1,F,EX,EX,GD,N,3.76,3.71,2.6,923.62
2354,1633539,ROUND,0.5,SI1,J,EX,EX,VG,F,5.1,5.15,3.09,1514.71
2355,1784480,ROUND,0.5,SI1,E,VG,EX,VG,F,4.94,4.99,3.18,2105.76
2356,1623630,OVAL,0.5,SI2,E,EX,EX,VG,F,6.39,4.49,2.72,1318.52
2357,200769-179,CUSHION,1.6,SI2,H,EX,VG,VG,VSL,6.71,6.46,4.3,5986.1
2358,1777292,ROUND,0.3,SI1,G,EX,EX,VG,N,4.3,4.31,2.69,1025.51
2359,1645987,CUSHION,0.8,VS2,J,VG,EX,VG,F,5.34,5.05,3.53,2095.55
2360,1797748,ROUND,0.5,VVS1,J,EX,EX,EX,N,5.11,5.12,3.11,1985.92
2361,200689-24,CUSHION,1.22,VS1,FANCY,EX,VG,VG,N,5.92,5.89,3.95,2433.77
2362,1553657,CUSHION,0.8,SI1,H,EX,EX,GD,N,5.4,5.14,3.48,2178.56
2363,1637685,ROUND,0.5,SI1,D,VG,VG,VG,F,4.92,4.98,3.19,2057.77
2364,1639838,OVAL,0.5,SI2,J,EX,EX,VG,N,6.67,4.44,2.67,1127.36
2365,1789934,HEART,0.3,VS2,I,EX,EX,VG,N,4.05,4.66,2.72,864.27
2366,1774440,OVAL,0.52,VS1,F,EX,VG,VG,N,6.78,4.49,2.71,2158.87
2367,1785704,PRINCESS,0.5,VS2,K,VG,VG,FR,N,4.3,4.24,3.16,1105.34
2368,1659310,ROUND,0.9,VS2,O-P,EX,EX,EX,N,6.12,6.15,3.84,2079.3
2369,1669508,EMERALD,0.5,VS1,J,VG,EX,GD,F,5.02,3.78,2.65,1292.53
2370,1789988,OVAL,0.3,VS2,D,VG,EX,VG,F,5.1,3.78,2.35,967.71
2371,1790102,OVAL,0.3,VVS2,FANCY,EX,VG,FR,F,5.34,3.76,2.1,923.08
2372,1755230,ROUND,0.5,VS2,G,GD,EX,VG,N,4.94,4.98,3.2,2087.35
2373,1635556,ROUND,0.52,SI1,I,EX,EX,EX,N,5.13,5.16,3.2,2040.57
2374,1794356,EMERALD,0.31,VVS1,D,EX,EX,GD,N,4.66,3.24,2.15,1151.63
2375,1778071,ROUND,0.53,SI1,I,EX,EX,EX,F,5.16,5.18,3.23,2071.35
2376,1781561,OVAL,0.5,VS2,G,EX,EX,VG,N,6.08,4.53,2.82,1865.76
2377,1653523,ROUND,0.5,SI1,I,EX,EX,EX,N,5.05,5.07,3.16,2040.22
2378,1784874,ROUND,0.3,SI1,D,EX,EX,EX,F,4.33,4.35,2.6,1131.49
2379,1785423,OVAL,0.5,VS2,F,VG,EX,GD,N,5.93,4.46,2.82,1731.56
2380,1665414,ROUND,0.5,VS2,H,VG,EX,VG,ST,4.96,4.99,3.18,2036.9
2381,1754867,EMERALD,0.31,VVS1,E,EX,EX,GD,N,4.83,3.14,2.13,1042.22
2382,1778605,MARQUISE,0.4,SI1,H,GD,VG,VG,N,7.94,3.62,2.23,1014.76
2383,1782442,ROUND,0.5,SI1,F,EX,VG,VG,N,5.04,5.1,3.18,2354.37
2384,1763886,EMERALD,0.42,VVS1,H,EX,EX,VG,N,5.2,3.61,2.25,1412.05
2385,1785703,PRINCESS,0.51,VS2,K,EX,EX,VG,M,4.47,4.46,3.23,1158.58
2386,1789086,HEART,0.46,SI2,F,VG,EX,VG,N,4.66,5.16,3.12,1123.26
2387,1638104,CUSHION,0.8,VS2,E,VG,EX,VG,N,5.46,4.99,3.46,3184.13
2388,1648844,CUSHION,0.5,VS2,H,VG,VG,VG,N,4.63,4.34,3.03,1264.05
2389,1642258,CUSHION,0.5,VS1,I,VG,EX,VG,N,4.45,4.35,3.05,1163.62
2390,1759466,PRINCESS,0.5,VVS2,I,EX,EX,VG,F,4.43,4.35,3.15,1642.87
2391,1756701,PRINCESS,0.53,SI2,F,EX,EX,VG,N,4.45,4.4,3.17,1552.57
2392,1667797,ROUND,0.5,VS2,E,VG,VG,VG,N,4.92,4.98,3.19,2448.26
2393,1761169,ROUND,0.5,SI1,D,VG,EX,GD,N,4.97,5.04,3.17,2112.7
2394,1732223,ROUND,0.5,SI2,D,VG,EX,VG,N,4.92,4.96,3.18,2045.02
2395,212001-432,CUSHION,1.0,VS2,K,VG,EX,VG,ST,5.56,5.52,3.81,2680.12
2396,1780008,PRINCESS,0.4,VVS2,D,VG,VG,VG,N,4.03,3.96,2.94,1458.3
2397,200688-354,ROUND,1.0,I1,O-P,EX,EX,EX,N,6.35,6.39,3.96,2111.38
2398,1789945,HEART,0.3,SI2,F,EX,VG,GD,N,4.29,4.7,2.79,781.64
2399,1760796,PRINCESS,0.51,VS1,E,EX,VG,VG,N,4.33,4.27,3.1,1925.69
2400,1750388,OVAL,0.5,SI1,E,EX,VG,VG,N,6.09,4.49,2.84,1682.51
2401,200689-17,CUSHION,1.2,VVS1,W-X,EX,EX,EX,N,6.2,5.74,3.86,2517.03
2402,1667752,ROUND,0.5,VS1,J,F,VG,GD,N,4.77,4.86,3.23,1530.17
2403,1616425,CUSHION,0.92,SI1,G,EX,EX,EX,N,5.55,5.4,3.67,3632.78
2404,1783740,EMERALD,0.4,VS1,I,EX,EX,VG,M,4.99,3.64,2.28,1166.12
2405,1784645,ROUND,0.4,SI1,E,EX,EX,VG,N,4.65,4.71,2.95,1445.29
2406,1781530,OVAL,0.5,VS1,G,VG,EX,VG,N,5.99,4.45,2.8,1801.64
2407,1794624,OVAL,0.5,VS1,E,EX,EX,VG,N,6.19,4.56,2.76,1972.25
2408,1769665,HEART,0.34,VS2,G,EX,EX,VG,N,4.21,4.99,2.91,1022.92
